EVER_ASSAULT,FEMALE,RACE_BLACK,RACE_HISPANIC,RACE_MIXED,BIOMOMAGE,NUMSIBS,FAM_ONE_PARENT,FAM_BIO_STEP,FAM_OTHER,PAR_ED_HS,PAR_ED_SOME_COL,PAR_ED_COL,POVRATIO97,ASVAB_SCORE,EARLY_DESTROY,EARLY_STEAL_UNDER,EARLY_STEAL_OVER,EARLY_OTHER_PROP,EARLY_GANG,EARLY_GUN,EARLY_RUNAWAY,EARLY_SMOKING,EARLY_ALCOHOL,EARLY_MARIJUANA,EARLY_HARD_DRUGS,EVER_ARR_BY17
0,1,0,0,0,28.0,1,0,0,0,0.0,0.0,1.0,3.5899999141693115,46.58599853515625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,19.0,3,0,0,0,0.0,1.0,0.0,2.130000114440918,47.733001708984375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0
0,0,0,0,0,33.0,1,0,0,0,0.0,0.0,1.0,16.270000457763672,73.48200225830078,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1,0,0,0,0,23.0,2,0,1,0,1.0,0.0,0.0,2.509999990463257,78.90799713134766,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0,0,0,25.0,2,0,0,0,1.0,0.0,0.0,1.1299999952316284,24.025999069213867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0,0,0,26.0,2,0,0,0,1.0,0.0,0.0,1.1299999952316284,45.125999450683594,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0
1,0,0,0,0,28.0,2,0,0,0,1.0,0.0,0.0,1.1299999952316284,15.538000106811523,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
0,0,0,0,0,30.0,1,0,0,0,0.0,1.0,0.0,5.039999961853027,29.378000259399414,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0,1,0,0,0,23.0,1,0,0,0,1.0,0.0,0.0,3.6500000953674316,65.21499633789062,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0,0,0,0,0,29.0,1,0,1,0,0.0,1.0,0.0,2.869999885559082,13.666999816894531,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
1,0,0,0,0,24.0,0,1,0,0,0.0,1.0,0.0,5.559999942779541,72.63999938964844,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,0,0,0,25.0,1,0,0,0,0.0,0.0,1.0,5.25,91.47699737548828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
0,1,0,0,0,27.0,1,0,0,0,0.0,0.0,1.0,5.25,79.08399963378906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
0,1,0,0,0,20.0,5,0,0,0,1.0,0.0,0.0,1.7000000476837158,70.1969985961914,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,1,0,0,0,21.0,5,0,0,0,1.0,0.0,0.0,1.7000000476837158,64.72100067138672,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
0,0,0,0,0,32.0,0,0,0,0,0.0,0.0,1.0,4.809999942779541,71.44000244140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,25.0,0,1,0,0,0.0,0.0,0.0,3.4200000762939453,28.388999938964844,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0,0,0,0,0,30.0,1,0,0,0,0.0,1.0,0.0,2.8299999237060547,18.27899932861328,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,0,0,0,22.0,0,1,0,0,0.0,1.0,0.0,3.700000047683716,75.00700378417969,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0
1,1,0,0,0,21.0,2,0,1,0,1.0,0.0,0.0,4.570000171661377,74.73200225830078,2.0,2.0,1.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,3.0,1.0
1,1,0,0,0,29.0,0,1,0,0,0.0,0.0,1.0,0.17000000178813934,40.91299819946289,2.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0
0,0,0,0,0,24.0,3,0,0,0,0.0,0.0,1.0,2.549999952316284,89.63899993896484,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,25.0,3,0,0,0,0.0,0.0,1.0,2.549999952316284,72.83100128173828,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,0,37.0,0,1,0,0,0.0,0.0,1.0,9.279999732971191,16.256999969482422,2.0,3.0,2.0,3.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0
0,1,0,0,0,26.0,3,1,0,0,0.0,0.0,1.0,0.8399999737739563,91.96900177001953,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0,0,0,22.0,5,0,0,0,0.0,1.0,0.0,2.9200000762939453,80.63700103759766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0,1,0,30.0,1,1,0,0,1.0,0.0,0.0,1.1399999856948853,25.486000061035156,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0,0,0,1,0,32.0,1,1,0,0,1.0,0.0,0.0,1.1399999856948853,36.11899948120117,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0
0,1,0,0,0,28.0,1,0,1,0,0.0,0.0,1.0,7.130000114440918,89.8010025024414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,0,0,0,20.0,0,1,0,0,0.0,1.0,0.0,1.9800000190734863,98.8239974975586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,17.0,1,1,0,0,0.0,1.0,0.0,1.7999999523162842,25.04400062561035,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0,1,0,22.0,2,0,1,0,0.0,0.0,0.0,1.3899999856948853,7.670000076293945,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,0,0,0,33.0,1,0,0,0,0.0,0.0,1.0,2.1700000762939453,67.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0,0,0,0,36.0,1,0,0,0,0.0,0.0,1.0,2.1700000762939453,70.21900177001953,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,2.0,1.0
0,0,1,0,0,22.0,2,0,1,0,1.0,0.0,0.0,1.909999966621399,13.67199993133545,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0
1,1,1,0,0,13.0,2,0,1,0,1.0,0.0,0.0,1.909999966621399,25.968000411987305,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1,0,0,0,0,28.0,0,0,0,0,1.0,0.0,0.0,4.670000076293945,49.26300048828125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0
1,0,0,1,0,21.0,2,0,1,0,0.0,0.0,1.0,3.0999999046325684,70.69599914550781,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,1,0,28.0,1,0,1,0,0.0,0.0,1.0,3.619999885559082,12.588000297546387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1,0,0,1,0,24.0,2,0,0,0,0.0,1.0,0.0,2.940000057220459,19.7450008392334,0.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,1.0,0.0
0,1,0,1,0,25.0,2,0,0,0,0.0,1.0,0.0,2.940000057220459,54.08000183105469,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,1,27.0,1,0,0,0,0.0,0.0,1.0,5.03000020980835,95.9469985961914,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
1,1,1,0,0,22.0,2,0,1,0,0.0,1.0,0.0,3.0399999618530273,31.250999450683594,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,0,1,0,18.0,2,0,0,0,1.0,0.0,0.0,2.0,91.21499633789062,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,21.0,2,0,0,0,1.0,0.0,0.0,2.0,26.57200050354004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,1,0,0,18.0,2,1,0,0,0.0,1.0,0.0,1.0199999809265137,72.02999877929688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,0,36.0,1,1,0,0,0.0,1.0,0.0,0.9399999976158142,40.82500076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
1,0,0,1,0,24.0,2,0,0,0,0.0,0.0,0.0,1.5800000429153442,72.26899719238281,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0,1,0,28.0,1,0,0,0,0.0,1.0,0.0,5.730000019073486,18.68899917602539,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0,0,0,34.0,1,1,0,0,0.0,1.0,0.0,1.7999999523162842,6.960000038146973,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
0,1,0,1,0,27.0,1,0,0,0,0.0,0.0,1.0,0.4699999988079071,68.47899627685547,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1,0,0,0,0,23.0,1,0,0,0,0.0,0.0,1.0,2.7799999713897705,89.77300262451172,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0,0,0,0,0,34.0,1,0,0,0,0.0,0.0,1.0,8.930000305175781,87.2249984741211,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1,0,0,0,19.0,1,0,0,0,0.0,0.0,0.0,0.9399999976158142,42.665000915527344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,39.0,1,1,0,0,1.0,0.0,0.0,2.2300000190734863,94.7969970703125,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0
1,1,0,0,0,29.0,1,0,1,0,1.0,0.0,0.0,1.4199999570846558,12.855999946594238,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
0,1,0,0,0,30.0,1,0,1,0,1.0,0.0,0.0,1.4199999570846558,3.8940000534057617,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0
1,0,0,0,0,22.0,1,0,1,0,0.0,0.0,0.0,2.630000114440918,3.99399995803833,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
0,0,0,0,0,24.0,1,0,0,0,0.0,0.0,0.0,2.630000114440918,34.26599884033203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0
0,1,1,0,0,31.0,1,1,0,0,0.0,0.0,0.0,1.2699999809265137,1.7230000495910645,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
1,1,1,0,0,31.0,1,1,0,0,0.0,0.0,0.0,1.2699999809265137,10.17199993133545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,1,0,0,25.0,1,1,0,0,1.0,0.0,0.0,1.7599999904632568,71.30500030517578,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
1,1,1,0,0,24.0,2,1,0,0,1.0,0.0,0.0,1.7200000286102295,12.956000328063965,1.0,2.0,1.0,1.0,1.0,0.0,2.0,4.0,3.0,3.0,0.0,0.0
0,1,0,0,0,30.0,2,0,0,0,0.0,0.0,1.0,3.7899999618530273,81.22799682617188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0,0,0,32.0,2,0,0,0,0.0,0.0,1.0,3.7899999618530273,65.55599975585938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,0,0,26.0,1,0,0,0,0.0,1.0,0.0,5.21999979019165,57.97999954223633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,1,0,0,24.0,2,0,0,0,1.0,0.0,0.0,1.940000057220459,33.29100036621094,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0,0,0,28.0,1,0,0,0,0.0,1.0,0.0,1.2300000190734863,86.92400360107422,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0
1,0,0,0,0,27.0,2,0,0,0,0.0,0.0,1.0,5.550000190734863,79.53900146484375,3.0,3.0,1.0,2.0,1.0,0.0,1.0,4.0,3.0,3.0,2.0,1.0
0,0,0,0,0,22.0,1,0,0,0,0.0,0.0,1.0,16.270000457763672,91.12300109863281,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,24.0,1,0,0,0,0.0,0.0,1.0,16.270000457763672,82.02300262451172,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0,0,0,25.0,3,0,1,0,0.0,0.0,1.0,3.6600000858306885,60.85499954223633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
0,0,0,0,0,29.0,2,0,0,0,0.0,0.0,1.0,4.25,67.2030029296875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1,1,0,0,0,31.0,2,0,0,0,0.0,0.0,1.0,4.25,78.36499786376953,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,1.0,1.0,0.0
0,0,0,0,0,30.0,2,0,0,0,0.0,0.0,1.0,4.900000095367432,68.9469985961914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
1,0,0,0,0,28.0,3,0,0,0,0.0,0.0,1.0,6.460000038146973,64.56300354003906,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0
1,0,0,0,0,32.0,0,0,0,0,0.0,0.0,1.0,9.050000190734863,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,32.0,2,0,0,0,0.0,0.0,1.0,4.03000020980835,33.77399826049805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
0,0,0,0,0,35.0,1,1,0,0,0.0,0.0,1.0,4.75,75.91899871826172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0,0,0,36.0,1,1,0,0,0.0,0.0,1.0,4.75,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,29.0,0,0,1,0,0.0,0.0,1.0,16.270000457763672,88.5770034790039,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
0,0,0,0,0,29.0,1,0,0,0,0.0,1.0,0.0,3.6700000762939453,60.599998474121094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0,1,0,0,0,33.0,2,0,0,0,0.0,1.0,0.0,3.6500000953674316,76.54900360107422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
0,1,0,0,0,27.0,3,1,0,0,1.0,0.0,0.0,0.6800000071525574,90.2040023803711,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
0,1,0,0,0,37.0,1,0,0,0,0.0,0.0,1.0,5.289999961853027,81.19400024414062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0,1,0,0,0,34.0,1,0,0,0,1.0,0.0,0.0,4.050000190734863,52.49599838256836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0,0,0,35.0,1,0,0,0,1.0,0.0,0.0,4.050000190734863,94.95800018310547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0,0,0,23.0,2,0,0,0,0.0,0.0,1.0,1.7400000095367432,84.88700103759766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0,0,0,0,0,29.0,1,0,0,0,0.0,0.0,1.0,6.829999923706055,49.821998596191406,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
1,1,0,0,0,36.0,1,0,0,0,0.0,0.0,1.0,2.740000009536743,70.55500030517578,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0
0,1,0,0,0,37.0,1,0,0,0,0.0,0.0,1.0,2.740000009536743,72.70700073242188,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0
0,1,0,0,0,29.0,2,0,0,0,0.0,0.0,1.0,3.4200000762939453,92.94200134277344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,32.0,2,0,0,0,0.0,0.0,1.0,3.4200000762939453,97.53800201416016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0,0,0,0,0,24.0,2,0,0,0,0.0,0.0,1.0,6.150000095367432,86.65399932861328,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0,0,0,26.0,2,0,0,0,0.0,0.0,1.0,6.150000095367432,99.24099731445312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0,0,0,0,27.0,3,0,0,0,0.0,0.0,1.0,3.119999885559082,85.81999969482422,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
0,1,0,0,0,27.0,1,0,0,0,0.0,0.0,1.0,3.059999942779541,57.88199996948242,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0
1,0,0,0,0,25.0,1,0,0,0,0.0,1.0,0.0,1.340000033378601,35.91600036621094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,19.0,0,0,1,0,0.0,0.0,1.0,3.7100000381469727,85.52799987792969,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,1,0,0,15.0,3,1,0,0,0.0,0.0,0.0,0.47999998927116394,70.83499908447266,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1,0,1,0,0,18.0,3,1,0,0,0.0,0.0,0.0,0.47999998927116394,17.68899917602539,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,1,0,0,29.0,5,1,0,0,1.0,0.0,0.0,0.7900000214576721,37.47600173950195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
0,1,1,0,0,18.0,1,1,0,0,1.0,0.0,0.0,1.0700000524520874,35.737998962402344,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,1,0,0,1,29.0,0,0,0,0,0.0,0.0,1.0,4.429999828338623,27.770999908447266,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
0,1,1,0,0,17.0,1,1,0,0,0.0,1.0,0.0,1.190000057220459,61.49800109863281,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,1,0,0,29.0,1,1,0,0,1.0,0.0,0.0,4.400000095367432,13.61400032043457,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,0,0,0,24.0,1,0,0,0,0.0,0.0,1.0,3.430000066757202,98.50199890136719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,26.0,1,0,0,0,0.0,0.0,1.0,3.430000066757202,85.17900085449219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,1,0,0,0,18.0,2,0,1,0,1.0,0.0,0.0,1.0299999713897705,44.72800064086914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
0,0,0,0,0,20.0,2,0,1,0,1.0,0.0,0.0,1.0299999713897705,16.21299934387207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
0,0,0,0,0,29.0,1,0,0,0,0.0,0.0,1.0,7.809999942779541,68.69100189208984,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0
0,0,0,0,0,33.0,2,1,0,0,0.0,1.0,0.0,1.940000057220459,43.902000427246094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,34.0,1,0,0,0,0.0,0.0,1.0,5.190000057220459,68.13600158691406,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,0,0,0,36.0,1,0,0,0,0.0,0.0,1.0,5.190000057220459,55.643001556396484,2.0,1.0,1.0,0.0,2.0,0.0,1.0,4.0,3.0,3.0,3.0,0.0
0,0,0,0,0,33.0,2,0,0,0,0.0,1.0,0.0,5.159999847412109,27.349000930786133,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
0,1,1,0,0,16.0,2,0,1,0,1.0,0.0,0.0,0.9100000262260437,22.38800048828125,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,0,0,0,0,22.0,3,1,0,0,0.0,0.0,1.0,0.8799999952316284,36.48400115966797,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
0,0,0,0,0,31.0,0,0,1,0,0.0,1.0,0.0,3.259999990463257,49.108001708984375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
1,0,0,0,0,23.0,1,1,0,0,1.0,0.0,0.0,3.7300000190734863,53.137001037597656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0
0,1,0,0,0,23.0,2,0,0,0,1.0,0.0,0.0,2.8299999237060547,57.03099822998047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0,0,0,25.0,2,0,0,0,1.0,0.0,0.0,2.8299999237060547,40.698001861572266,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1,0,0,0,0,27.0,2,0,1,0,0.0,0.0,1.0,1.7699999809265137,34.28099822998047,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,0,0,0,32.0,1,0,0,0,0.0,0.0,1.0,16.270000457763672,94.70800018310547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
0,0,0,0,0,27.0,1,0,0,0,0.0,1.0,0.0,3.509999990463257,92.47599792480469,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
1,0,0,0,0,24.0,2,0,0,0,0.0,1.0,0.0,1.6100000143051147,72.99299621582031,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,1,0,0,0,34.0,1,1,0,0,0.0,1.0,0.0,0.6499999761581421,43.840999603271484,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
1,1,0,0,0,17.0,2,1,0,0,1.0,0.0,0.0,0.5099999904632568,65.47200012207031,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0
1,1,0,0,0,24.0,4,0,1,0,0.0,0.0,0.0,0.5299999713897705,37.55799865722656,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0
1,0,0,0,0,25.0,4,0,1,0,0.0,0.0,0.0,0.5299999713897705,1.2829999923706055,3.0,0.0,1.0,1.0,2.0,0.0,1.0,4.0,3.0,2.0,0.0,1.0
0,0,0,0,0,19.0,2,1,0,0,0.0,0.0,0.0,0.5,20.547000885009766,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
0,1,0,1,0,31.0,0,1,0,0,0.0,1.0,0.0,0.5400000214576721,38.5359992980957,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0
0,0,0,0,0,33.0,1,0,0,0,0.0,0.0,1.0,16.270000457763672,82.79100036621094,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
0,0,0,0,0,32.0,1,0,0,0,0.0,0.0,1.0,2.8399999141693115,64.88999938964844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,0,32.0,1,0,0,0,0.0,0.0,1.0,2.0399999618530273,10.258000373840332,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
0,0,0,0,0,34.0,1,0,0,0,0.0,0.0,1.0,2.0399999618530273,75.94200134277344,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0,0,0,26.0,0,0,0,0,0.0,0.0,1.0,4.510000228881836,76.39800262451172,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0,1,0,1,0,30.0,0,0,0,0,0.0,1.0,0.0,2.799999952316284,10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0,0,0,19.0,2,1,0,0,0.0,0.0,1.0,0.8600000143051147,82.74800109863281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1,0,0,0,0,27.0,1,0,0,0,0.0,1.0,0.0,2.1600000858306885,43.19300079345703,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
